season,player,pos,age,team_id,g,gs,mp_per_g,fg_per_g,fga_per_g,fg3_per_g,fg3a_per_g,fg2_per_g,fg2a_per_g,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pts_per_g,mp,orb_pct,per,stl_pct,tov_pct,trb_pct,ts_pct
1998,Mookie Blaylock,PG,30,ATL,4,4,38.3,5.5,13.3,2,6.8,3.5,6.5,1.5,3.5,5,8.3,2.3,0.3,2.3,14.8,153,4.9,21.1,3.4,13.4,8.3,0.506
1998,Damon Stoudamire,PG,24,POR,4,4,41.5,6.3,15.8,2,5.5,4.3,10.3,1.5,2.8,4.3,9.5,1.3,0.3,4,17.8,166,4.2,16,1.6,18.9,6.2,0.517
1997,Kenny Anderson,PG,26,POR,4,4,42.3,5.5,11.5,1.3,4.8,4.3,6.8,0.5,3.8,4.3,4.8,1.8,0.3,2.8,17,169,1.4,17.1,2.3,16.7,6.3,0.62
1997,John Stockton,PG,34,UTA,20,20,37,5.7,10.9,1,2.5,4.7,8.4,0.9,3,3.9,9.6,1.7,0.3,3.1,16.1,739,3,22.7,2.5,19.5,6.4,0.627
1997,Gary Payton,PG,28,SEA,12,12,45.5,8.8,21.3,2.1,6.3,6.7,15,1.7,3.8,5.4,8.7,2.2,0.3,2.9,23.8,546,4.1,19.8,2.5,11,6.8,0.506
1996,Gary Payton,PG,27,SEA,21,21,43.4,7.7,15.9,2,4.8,5.8,11.1,0.9,4.2,5.1,6.8,1.8,0.3,3,20.7,911,2.9,19,2.2,14,7.5,0.568
1996,Terrell Brandon,PG,25,CLE,3,3,41.7,7,15.7,1,3,6,12.7,0.3,2.7,3,8,1.3,0.3,3.7,19.3,125,1,18.2,1.9,17,4.7,0.541
1996,Anfernee Hardaway,PG,24,ORL,12,12,39.4,8.4,18.1,1.7,4.6,6.8,13.5,1.7,3,4.7,6,1.7,0.3,2.2,23.3,473,5.3,24.5,2.4,9.4,7.5,0.557
1995,Sherman Douglas,PG,28,BOS,4,4,42,6,17,1,3,5,14,1,4,5,8.3,1,0.3,4.3,15,168,2.6,9,1.3,18.9,6.7,0.412
1995,Nick Van Exel,PG,23,LAL,10,10,46.4,6.7,16.2,2.1,6.6,4.6,9.6,0.9,2.9,3.8,7.3,2.1,0.3,2.2,20,464,2.2,16.5,2.5,10.5,4.8,0.532
1994,Greg Anthony,PG,26,NYK,25,3,17.4,1.8,5.1,0.7,2.4,1.1,2.7,0.4,0.7,1.1,2.4,0.8,0.3,1.2,4.9,436,2.4,8.6,2.4,18.3,3.7,0.44
1993,Vern Fleming,PG,30,IND,3,3,26.7,4,9,0.7,1.3,3.3,7.7,0.3,1.3,1.7,1,0.7,0.3,1.7,10,80,1.6,8.7,1.3,14.8,3.8,0.522
1992,Kevin Johnson,PG,25,PHO,8,8,41.9,7.8,16,0.4,0.8,7.4,15.3,1,3.1,4.1,11.6,1.5,0.3,3.1,23.6,335,2.8,21.3,1.7,13.5,5.8,0.592
1992,John Stockton,PG,29,UTA,16,16,38.9,4.8,11.4,1.1,3.6,3.7,7.8,0.6,2.3,2.9,13.6,2.1,0.3,3.6,14.8,623,2.1,19.4,2.9,21.1,4.7,0.548
1992,Nate McMillan,PG,27,SEA,9,2,27.3,3.9,9.2,0.7,2.9,3.2,6.3,1.6,2.1,3.7,7,1.8,0.3,2.4,9.6,246,7,15.2,3.4,19.8,8.3,0.482
1991,Kevin Johnson,PG,24,PHO,4,4,36.5,4,13.3,0.3,1.8,3.8,11.5,0.5,2.8,3.3,9.8,0.5,0.3,3,12.8,146,1.5,9,0.7,15.3,5.1,0.385
1991,Maurice Cheeks,PG,34,NYK,3,3,33.7,4.7,7.7,0.3,1,4.3,6.7,1,2,3,5.3,1,0.3,2.7,10,101,3.8,11.8,1.6,25.1,5.6,0.628
1991,Kenny Smith,PG,25,HOU,3,3,37.7,6,12.7,0.7,1.3,5.3,11.3,1.3,1.3,2.7,8,1.3,0.3,2,15.3,113,4.3,17.6,1.9,12.5,4.4,0.548
1990,Sleepy Floyd,PG,29,HOU,4,4,43,7.5,16,0.8,3,6.8,13,1.8,2,3.8,10.3,1.3,0.3,3.8,18.5,172,4.4,16.8,1.5,17.3,5.4,0.518
1989,Winston Garland,PG,24,GSW,8,8,33.8,5.1,12.3,0.1,0.4,5,11.9,1.8,2.4,4.1,3.6,1.6,0.3,1.9,13.4,270,5.2,12.1,2.2,12,6,0.485
